Transaction ID,Date,Customer Name,City,State,Product Type,Product Name,Quantity Sold,Unit Price (INR),Total Sale Amount (INR),Payment Mode,Discount (%),Final Price (INR),Seller Name
60576cb8-7dbe-4e38-a295-584289523432,2025-01-06,Shanaya Bains,Delhi,Maharashtra,Supplement,Whey Protein,3,2740,8220,Cash,10,7398.0,Ivan Arora
2a0bad13-77bd-48a9-80d5-8eb8c07ee47c,2025-03-03,Nirvi Kant,Delhi,West Bengal,Supplement,Pre-Workout,4,2833,11332,Credit Card,2,11105.36,Aaryahi Kala
4c6279eb-d52c-4219-9264-30d565562302,2025-02-10,Veer Deshpande,Pune,Telangana,Equipment,Kettlebell,1,15665,15665,Credit Card,2,15351.7,Sahil Sankar
ef7b9f7b-782f-4e24-a7d2-116eea274e89,2025-02-23,Tiya Dugar,Ahmedabad,Delhi,Equipment,Resistance Bands,1,8597,8597,Debit Card,7,7995.21,Jhanvi Jayaraman
857f815c-4e68-45ca-9031-d1d0b55650ee,2025-02-06,Ehsaan Edwin,Hyderabad,Tamil Nadu,Supplement,Whey Protein,4,3735,14940,Cash,11,13296.6,Ishaan Sastry
68ed000e-b9d5-4640-8014-1d26b4316483,2025-01-31,Dhanush Savant,Mumbai,Maharashtra,Supplement,Creatine,2,567,1134,Cash,8,1043.28,Vaibhav Sandhu
c642bf2f-2c88-493c-ac27-24920519d428,2025-01-05,Divij Tak,Hyderabad,Tamil Nadu,Equipment,Exercise Bike,2,5740,11480,Credit Card,12,10102.4,Ira Datta
00c2a044-9baf-4efc-9e44-76b4211469bb,2025-02-02,Taimur Lad,Pune,Karnataka,Supplement,Fish Oil,2,2668,5336,Debit Card,7,4962.48,Gokul Yogi
d13fa1d3-74c2-4e02-9433-c19148ed8e09,2025-02-02,Alia Basu,Hyderabad,Delhi,Supplement,Pre-Workout,1,1279,1279,Net Banking,6,1202.26,Alisha Sastry
3ae2bced-5ac3-4571-bbb8-8422721a1c5a,2025-02-28,Rania Bedi,Ahmedabad,Maharashtra,Equipment,Exercise Bike,2,7987,15974,Debit Card,8,14696.08,Rohan Kala
3b1ec17d-9c9e-444c-ad29-8e92f5ae6228,2025-02-05,Taran Sengupta,Kolkata,Gujarat,Equipment,Bench Press,1,5533,5533,Cash,0,5533.0,Kavya Kapoor
52f9b500-5426-493a-92b9-200aea6dfc45,2025-01-13,Aayush Korpal,Ahmedabad,Delhi,Supplement,BCAA,4,775,3100,UPI,2,3038.0,Taimur Bhatia
9402ec3b-a766-40e5-aa9c-2d931345207e,2025-02-07,Saira Suri,Mumbai,Tamil Nadu,Equipment,Kettlebell,2,11666,23332,Credit Card,12,20532.16,Shaan Lata
e926e39d-4c53-46ad-bac0-db3e924b1896,2025-03-12,Zaina Sem,Mumbai,West Bengal,Supplement,Fish Oil,1,3568,3568,UPI,4,3425.28,Riaan Tripathi
07108eaf-d709-4cfb-be0e-e3e3ebd625f2,2025-01-22,Nehmat Dar,Ahmedabad,Maharashtra,Supplement,Fish Oil,4,1854,7416,Credit Card,5,7045.2,Tara Chandran
6f472aed-cb67-4025-983b-7175b7a11944,2025-01-05,Fateh Andra,Hyderabad,Karnataka,Supplement,Creatine,1,3854,3854,Credit Card,8,3545.68,Himmat Kalla
9208dbd7-1df3-4065-9d58-da19daa8ff77,2025-02-03,Sahil Walla,Pune,Delhi,Supplement,Multivitamins,3,1563,4689,Net Banking,5,4454.55,Seher Dhar
f99a92aa-58cd-45f0-80bf-eae4b999238b,2025-03-10,Rohan Vasa,Bangalore,Delhi,Equipment,Resistance Bands,4,13779,55116,Debit Card,14,47399.76,Tushar Hayre
e0085c3a-21da-418a-b186-12deca3e33ad,2025-02-17,Reyansh Sachdeva,Kolkata,Maharashtra,Equipment,Kettlebell,3,19450,58350,Cash,8,53682.0,Kartik Walia
b3e4a66f-564c-4d59-9007-1a2c1e9f9801,2025-02-18,Ranbir Jaggi,Delhi,Maharashtra,Equipment,Dumbbells,2,18221,36442,UPI,10,32797.8,Tiya Wable
1ff01c26-b9a9-4b25-a789-5b49d9dae931,2025-01-07,Rhea Shanker,Pune,Delhi,Equipment,Treadmill,4,6752,27008,Debit Card,3,26197.76,Vidur Chaudhari
6d1513fb-0358-4066-b7fa-b89784ff259d,2025-02-22,Rasha Lanka,Delhi,Gujarat,Equipment,Rowing Machine,1,13607,13607,Credit Card,11,12110.23,Alisha Chaudhari
fc6aa418-2c85-4282-9be5-3cdfa9843961,2025-02-18,Parinaaz Bahri,Pune,Karnataka,Equipment,Bench Press,3,17466,52398,UPI,7,48730.14,Ela Ghosh
17758a46-21c2-4766-b567-0ae2c145ca4c,2025-02-18,Trisha Rattan,Hyderabad,Tamil Nadu,Equipment,Bench Press,3,5552,16656,Credit Card,4,15989.76,Romil Rao
8336b925-9d69-4b42-aaf8-08470a9aaf78,2025-03-13,Riya Hegde,Hyderabad,Maharashtra,Supplement,Pre-Workout,3,2888,8664,Net Banking,6,8144.16,Ira Wason
03e2e2c1-fb43-4596-ac61-3ae1212fbf15,2025-02-22,Yasmin Acharya,Chennai,Maharashtra,Supplement,BCAA,2,3864,7728,Net Banking,5,7341.6,Aarush Karnik
9469eabe-ee18-41b1-980b-b8211d5fe75c,2025-02-20,Bhamini Kohli,Chennai,Maharashtra,Supplement,Multivitamins,2,4957,9914,Debit Card,14,8526.04,Akarsh Singh
f30eaafd-aa4b-4d25-ba7e-ddd25ac32c11,2025-01-23,Drishya Biswas,Chennai,Gujarat,Supplement,Whey Protein,1,2310,2310,Cash,9,2102.1,Aarav Sood
da4154cf-6eba-438c-9f8b-f0efcb7cec99,2025-01-04,Yashvi Sarin,Pune,Tamil Nadu,Supplement,Fat Burner,3,1908,5724,Cash,13,4979.88,Tanya Talwar
e4b80114-2375-4216-addf-52a45ad8e3ee,2025-01-09,Jayesh Keer,Delhi,West Bengal,Supplement,Pre-Workout,2,771,1542,UPI,5,1464.9,Amira Amble
cbf0c840-d4e0-42e7-92e4-a2619213cb84,2025-02-01,Arnav Saha,Delhi,West Bengal,Equipment,Bench Press,3,19025,57075,Credit Card,4,54792.0,Shaan Bail
f6d4a440-47e9-470d-9c63-734cb2670f11,2025-03-15,Sahil Sood,Mumbai,West Bengal,Supplement,Fish Oil,1,1149,1149,Debit Card,5,1091.55,Shlok Vohra
8d3749f0-2b89-4e5c-8c64-fa21eac4f51c,2025-02-27,Manikya Zachariah,Delhi,Karnataka,Supplement,Fish Oil,4,539,2156,Debit Card,14,1854.1599999999999,Alisha Datta
e8c7a390-50be-453d-9dd4-c044e4a493db,2025-01-23,Raghav Gala,Bangalore,Telangana,Supplement,Creatine,1,4558,4558,Cash,11,4056.62,Mannat Shan
fff46493-fd88-4302-815f-ac53b001881b,2025-02-16,Veer Brar,Bangalore,Gujarat,Supplement,Creatine,2,3166,6332,Net Banking,12,5572.16,Mamooty Mangat
88975f61-16bd-405e-9b6e-9a3052003dea,2025-01-14,Nehmat Kade,Kolkata,Gujarat,Equipment,Exercise Bike,2,2153,4306,UPI,3,4176.82,Jayant Thakkar
8300c37a-6a8e-476f-bbb1-f8bf579ebd20,2025-03-02,Adira Saini,Bangalore,Gujarat,Supplement,Pre-Workout,4,2765,11060,Debit Card,1,10949.4,Yakshit Vohra
d10bf6fa-d4ca-4b34-afb0-6ef97d7973ba,2025-02-22,Faiyaz Kala,Chennai,Tamil Nadu,Supplement,Multivitamins,3,2448,7344,Credit Card,3,7123.68,Neysa Sundaram
eb044d00-f9dc-49a9-a2d6-740f15bc7c25,2025-03-15,Ojas Dyal,Bangalore,Maharashtra,Equipment,Bench Press,3,18542,55626,Cash,11,49507.14,Tarini Khatri
f98e2fc0-14c9-48bf-a314-8cb562e27dec,2025-02-02,Aniruddh Varma,Bangalore,Karnataka,Equipment,Bench Press,2,19539,39078,Credit Card,10,35170.2,Dishani Ranganathan
c71b2a42-1694-4b84-8316-6a13c135489b,2025-01-14,Nirvaan Mani,Mumbai,Karnataka,Equipment,Treadmill,2,13776,27552,Cash,14,23694.72,Jhanvi Sanghvi
6d7481c1-50bd-48d7-9d5f-d04ce4ed4f59,2025-03-14,Ojas Tank,Pune,Gujarat,Equipment,Dumbbells,3,17798,53394,Debit Card,1,52860.06,Aniruddh Dhillon
7b91b930-0c73-4fa6-bea2-2f7970b271a3,2025-02-25,Aaryahi Tella,Bangalore,Maharashtra,Equipment,Rowing Machine,3,6728,20184,Cash,3,19578.48,Eva Johal
743119b8-6b7f-4dea-9a6e-86ebcb32e82e,2025-01-19,Samiha Kade,Hyderabad,Maharashtra,Supplement,Fish Oil,2,1154,2308,Cash,13,2007.96,Hiran Iyengar
dfa44baf-5023-41b0-a326-2b8394b7c28c,2025-02-08,Rohan Bal,Kolkata,Delhi,Supplement,Pre-Workout,1,4358,4358,Credit Card,1,4314.42,Tejas Swaminathan
d2b3842c-fb36-48b7-8e05-32abc4a1bab5,2025-02-08,Tushar Buch,Pune,Gujarat,Supplement,Pre-Workout,1,2027,2027,Credit Card,1,2006.73,Shray Kant
b063c9f7-e1a2-4780-af31-73d20ca90395,2025-03-20,Rati Varma,Delhi,Tamil Nadu,Equipment,Kettlebell,3,11296,33888,Net Banking,14,29143.68,Tushar Rattan
5bf4f1c7-234e-48de-9cd2-d74b98e2924d,2025-03-01,Lavanya Wason,Ahmedabad,Delhi,Supplement,Fat Burner,3,1330,3990,Cash,0,3990.0,Aarush Raman
442de073-3636-464c-bd84-1da7b97071c6,2025-02-22,Jhanvi Dalal,Pune,Telangana,Equipment,Exercise Bike,3,5415,16245,Credit Card,14,13970.7,Kabir Roy
165f8a1b-422b-45c8-afcf-e564322f0c7f,2025-03-16,Samaira Borde,Ahmedabad,Gujarat,Equipment,Dumbbells,2,773,1546,Cash,12,1360.48,Renee Hora
91e22ccc-2e96-428f-811e-22e7c09b17d6,2025-02-19,Raghav Halder,Bangalore,Tamil Nadu,Supplement,Fish Oil,1,2751,2751,Debit Card,0,2751.0,Rania Butala
65bfa77b-aaff-4bb7-989c-21065f48fbc1,2025-01-30,Emir Gill,Mumbai,Tamil Nadu,Supplement,BCAA,4,4488,17952,Debit Card,9,16336.32,Arhaan Chanda
e0829c89-5bfd-4dff-af48-8d14fac8364c,2025-01-07,Saira Kanda,Ahmedabad,Maharashtra,Supplement,Pre-Workout,4,3232,12928,Credit Card,14,11118.08,Rhea Chanda
b76e3d2a-9f5f-4aa3-a9d6-a1c65f93c3a2,2025-02-19,Divij Ahluwalia,Hyderabad,Tamil Nadu,Supplement,Creatine,4,2849,11396,Debit Card,11,10142.44,Nakul Chopra
148ee5cb-1bf8-4056-8925-69790a8cc16a,2025-03-15,Vivaan Krishna,Chennai,West Bengal,Equipment,Exercise Bike,2,9803,19606,Debit Card,8,18037.52,Kismat Shere
d0683d28-e5a7-4f04-a4a5-ce444567be10,2025-01-05,Raghav Wason,Kolkata,Karnataka,Supplement,Whey Protein,2,1535,3070,Credit Card,6,2885.8,Ranbir Talwar
b649feb2-fce1-4bb8-a179-6f3f2a68c7f1,2025-01-17,Shaan Saha,Hyderabad,Karnataka,Supplement,Multivitamins,4,1651,6604,Net Banking,8,6075.68,Raghav Chander
39a5181b-304c-463e-8329-04db656d8acf,2025-02-02,Uthkarsh Sampath,Hyderabad,Gujarat,Equipment,Dumbbells,3,14966,44898,Credit Card,14,38612.28,Stuvan Yohannan
e8658da1-d851-4e2d-abce-aaf1f21f0975,2025-02-08,Jayesh Bali,Bangalore,Delhi,Supplement,Creatine,1,1454,1454,Debit Card,8,1337.68,Azad Hora
a10947ab-991a-4409-910f-3999dee30e1f,2025-01-19,Sahil Mahal,Hyderabad,Karnataka,Supplement,Creatine,3,1527,4581,Net Banking,4,4397.76,Anay Sachdeva
525ac4cb-479b-46ed-beea-79c8685d69b0,2025-02-15,Ela Shroff,Pune,Maharashtra,Supplement,Fat Burner,4,1305,5220,Cash,11,4645.8,Ishita Doctor
964b2424-b45d-4e13-bf75-60a7f066eaf2,2025-02-11,Aaryahi Sangha,Delhi,Karnataka,Equipment,Rowing Machine,1,7724,7724,Cash,10,6951.6,Dharmajan Chakrabarti
f6b88aaa-f149-4eb3-af5b-65e64e20eade,2025-01-02,Oorja Dara,Hyderabad,Maharashtra,Equipment,Exercise Bike,2,16435,32870,Cash,14,28268.2,Biju Madan
b3b32056-c361-4f71-983d-da6b8dddb6e9,2025-03-10,Arnav Kapur,Delhi,Tamil Nadu,Equipment,Treadmill,2,19933,39866,UPI,1,39467.34,Pranay Acharya
9e149b15-84e4-48f0-aa60-e456abf5065a,2025-01-18,Renee Deol,Chennai,Telangana,Supplement,BCAA,4,884,3536,Credit Card,8,3253.12,Kabir Ghose
1e1f3b8f-d4ed-47e8-9482-eb4ad6ff1bc4,2025-03-03,Anika Bhandari,Delhi,West Bengal,Supplement,Pre-Workout,3,4339,13017,UPI,10,11715.3,Alisha Anand
22e3a3c7-1f3b-4c66-a34e-7ab4f707cc8a,2025-03-07,Ranbir Borah,Bangalore,Maharashtra,Equipment,Rowing Machine,4,8745,34980,Cash,12,30782.4,Divit Kumer
02ca4c99-574b-4ff2-81df-953c33ce521a,2025-01-25,Miraan Kibe,Hyderabad,Karnataka,Supplement,BCAA,2,1808,3616,Cash,11,3218.24,Kismat Dar
963cae7c-d06a-43f0-a2fc-70f44b0900d9,2025-03-15,Farhan Shankar,Pune,Tamil Nadu,Equipment,Kettlebell,4,5927,23708,UPI,0,23708.0,Advika Suresh
d717ce11-478f-49cf-90dc-c1e2c95e0a3e,2025-03-06,Heer Rastogi,Delhi,Delhi,Equipment,Treadmill,4,7928,31712,Debit Card,6,29809.28,Siya Vala
303d45e5-465b-423b-91d1-f6b26fdc34cc,2025-03-16,Mehul Rana,Delhi,Telangana,Equipment,Resistance Bands,4,13754,55016,Debit Card,12,48414.08,Vaibhav Kota
99a030f4-80e2-4477-a652-dc48a7a09b8b,2025-01-05,Kashvi Suresh,Chennai,West Bengal,Supplement,Whey Protein,4,4923,19692,UPI,1,19495.08,Vanya Gill
32edd140-2a0f-4370-aa83-6bfaa0468d15,2025-01-23,Arnav Shankar,Chennai,Telangana,Supplement,BCAA,2,2564,5128,Cash,7,4769.04,Onkar Dutta
51be9307-184b-4600-957f-8eeb30363b4c,2025-01-02,Hridaan Chander,Pune,Tamil Nadu,Supplement,Fish Oil,4,4035,16140,Cash,14,13880.4,Hridaan Khalsa
69c818ad-cfdb-41c1-ae1e-71af5a796d7d,2025-01-29,Indranil Chaudhuri,Chennai,Tamil Nadu,Supplement,Pre-Workout,3,4496,13488,Credit Card,2,13218.24,Arhaan Raval
108b2490-7e8b-4684-80b6-380b7d1aca61,2025-02-25,Advika Chander,Kolkata,Delhi,Supplement,Multivitamins,2,4103,8206,UPI,6,7713.64,Yakshit Tailor
3a374773-04b1-44a3-a522-c1b7bdeba8aa,2025-03-19,Ahana  Kota,Chennai,Gujarat,Equipment,Rowing Machine,4,17470,69880,UPI,3,67783.6,Diya Balay
58a63f29-8dbf-4919-9c25-6c9a8b679311,2025-02-09,Mehul Zachariah,Pune,Maharashtra,Supplement,Fish Oil,4,1909,7636,UPI,1,7559.64,Advika Sankar
c7defe0b-b1fa-4533-a0f6-d613bd000bc0,2025-02-16,Badal Bahl,Chennai,Delhi,Equipment,Kettlebell,4,10235,40940,Debit Card,1,40530.6,Manjari Sen
ab0b2eb0-70bf-45e8-b60c-8c5cdec14a76,2025-02-17,Damini Barad,Delhi,Karnataka,Supplement,Pre-Workout,4,3734,14936,Net Banking,13,12994.32,Taimur Loyal
ae59f5d6-ab27-406b-9b74-43f4d1c87fec,2025-02-26,Aniruddh Ganguly,Delhi,Gujarat,Supplement,Creatine,1,2183,2183,Debit Card,6,2052.02,Yuvaan Savant
8ff47e43-f5f8-4e7d-b7a0-4c9c912c56b8,2025-02-21,Vidur Verma,Chennai,Karnataka,Supplement,Whey Protein,3,2295,6885,Debit Card,6,6471.9,Pihu Dutta
219dc4f9-6132-46b0-a9c7-1496fde79c0a,2025-01-15,Yakshit Chopra,Chennai,Maharashtra,Supplement,Whey Protein,1,3124,3124,UPI,14,2686.64,Shanaya Chakrabarti
9fafb02b-2247-4327-81b4-7a2b9fe3a2ea,2025-02-12,Arnav Dutta,Kolkata,Maharashtra,Equipment,Rowing Machine,2,12580,25160,Debit Card,12,22140.8,Zoya Upadhyay
a8ea5c03-092a-416d-85fe-09faf09d7bad,2025-01-27,Dhruv Konda,Pune,Maharashtra,Supplement,Multivitamins,3,2586,7758,Net Banking,14,6671.88,Riya Magar
f8b94358-97dd-4431-84f9-8913df3b1de6,2025-01-29,Nirvi Basu,Chennai,Tamil Nadu,Supplement,Fish Oil,3,4996,14988,UPI,8,13788.96,Ishaan Sharma
27f0f196-16a7-48af-b6e5-87e0417ce559,2025-01-31,Badal Raj,Bangalore,Maharashtra,Supplement,Fat Burner,3,685,2055,Credit Card,11,1828.95,Devansh Kashyap
0f94d8d5-db49-4d94-8993-68e6fff1f4bb,2025-02-16,Vardaniya Dyal,Ahmedabad,Karnataka,Supplement,BCAA,3,4343,13029,Cash,3,12638.13,Myra Sankar
1db91ad4-2345-422b-a129-90074ff33f71,2025-02-14,Faiyaz Manda,Chennai,Delhi,Supplement,Creatine,4,528,2112,Debit Card,4,2027.52,Gatik Desai
046b942f-29f5-421c-8904-4130ad0e9b4f,2025-01-26,Nayantara Basu,Ahmedabad,Delhi,Equipment,Treadmill,1,14597,14597,Credit Card,6,13721.18,Aarav Dora
f05578fc-cab4-4467-b86d-412cfd03130b,2025-01-31,Ryan Sarraf,Pune,West Bengal,Equipment,Dumbbells,2,9860,19720,Debit Card,6,18536.8,Priyansh Sangha
5b2186a3-4042-4014-b1bf-c8df2686f03b,2025-01-10,Jiya Dara,Bangalore,Karnataka,Supplement,Multivitamins,1,4579,4579,Net Banking,5,4350.05,Jivika Dhillon
09d7c422-6617-46a4-ae7e-be1cf0f71858,2025-01-10,Krish Salvi,Kolkata,Maharashtra,Supplement,BCAA,4,2944,11776,UPI,4,11304.96,Anya Dube
48242e64-7fbf-4e3f-8ca5-64d13fdb7322,2025-02-09,Aaina Mann,Hyderabad,Tamil Nadu,Equipment,Rowing Machine,4,9023,36092,Cash,10,32482.8,Shanaya Kakar
e2075940-0da2-44ab-9613-315087705b7e,2025-03-17,Ranbir Bhatti,Chennai,Tamil Nadu,Supplement,Fish Oil,4,4072,16288,Credit Card,2,15962.24,Kavya Badami
81d55db9-16d7-492f-9302-216a70f6aa6f,2025-02-19,Fateh Vohra,Hyderabad,Maharashtra,Supplement,Whey Protein,4,4571,18284,UPI,6,17186.96,Aarna Bhandari
a159016c-2f8f-40a8-b2a7-e3a3fe195608,2025-01-28,Samaira Barman,Hyderabad,Delhi,Equipment,Dumbbells,1,17615,17615,Cash,12,15501.2,Gokul Sandal
71c05520-ac4e-47d3-a69b-bef283932a1b,2025-01-01,Bhavin Kumar,Mumbai,Maharashtra,Equipment,Kettlebell,1,3329,3329,Credit Card,1,3295.71,Taimur Hegde
533dc9b0-2db2-42aa-b8ee-b6762af62531,2025-01-04,Vedika Anne,Mumbai,Gujarat,Equipment,Bench Press,2,2766,5532,UPI,3,5366.04,Raghav Lad
a87da73e-bb06-4f55-b0f9-ba5a6654ee47,2025-03-05,Kanav Kibe,Chennai,Maharashtra,Supplement,Whey Protein,3,812,2436,Cash,12,2143.68,Yakshit Ray
7c28e432-adce-4207-acd6-593f532b625d,2025-01-30,Dhruv Krishnamurthy,Chennai,West Bengal,Supplement,Whey Protein,4,1296,5184,Credit Card,6,4872.96,Ehsaan Kanda
e024da9e-96d7-4cb5-a35d-11ddcd3ff5d9,2025-02-03,Indrans Lad,Delhi,Tamil Nadu,Supplement,Fish Oil,3,2966,8898,Credit Card,8,8186.16,Zaina Mand
f3f82b36-46f0-42ff-b8e3-98271ca9793f,2025-02-09,Madhup Varty,Ahmedabad,Maharashtra,Equipment,Rowing Machine,1,5671,5671,Credit Card,13,4933.77,Mannat Sachar
1f603bc6-99c7-4307-91f1-8725ea844576,2025-01-08,Suhana Shankar,Kolkata,Delhi,Supplement,Multivitamins,2,2864,5728,Cash,6,5384.32,Kanav Tailor
b4dd6cde-4859-470e-8371-f9d47c97ccd6,2025-02-17,Badal Basak,Pune,Karnataka,Equipment,Resistance Bands,3,1406,4218,UPI,13,3669.66,Madhav Krish
f9505974-9590-480e-9ec8-69ea2364dcf8,2025-03-17,Jiya Taneja,Ahmedabad,Maharashtra,Equipment,Dumbbells,4,1058,4232,Debit Card,11,3766.48,Baiju Edwin
59cf7285-49bf-4428-8ec9-6c9efbab4d8e,2025-02-19,Tiya Sama,Hyderabad,West Bengal,Equipment,Rowing Machine,2,1759,3518,Cash,5,3342.1,Ira Kari
f8b30e67-2ffd-4c22-92ce-fdb6ffa8ab0e,2025-03-02,Anay Mann,Chennai,Maharashtra,Equipment,Exercise Bike,2,13715,27430,Cash,3,26607.1,Ehsaan Subramanian
e184cd14-cc5c-49fe-9641-89eda18447c9,2025-01-17,Prerak Ganesan,Mumbai,Maharashtra,Equipment,Dumbbells,3,9373,28119,Net Banking,6,26431.86,Purab Gill
c4f85db4-6f85-4354-8ec4-a449d044bf3b,2025-03-04,Tiya Trivedi,Mumbai,Maharashtra,Equipment,Resistance Bands,1,18761,18761,Net Banking,2,18385.78,Shlok Borde
6d4be0c3-8a18-4e8e-bf65-1fd27d440f98,2025-01-22,Aarna Arya,Kolkata,Telangana,Equipment,Resistance Bands,4,8229,32916,Net Banking,1,32586.84,Nishith Kumer
0b83bc23-af1c-429b-b8c6-067c84dbea96,2025-01-01,Hunar Sarma,Delhi,Delhi,Supplement,Fish Oil,1,4242,4242,Net Banking,5,4029.9,Hiran Mani
3245e920-7f8a-4529-881b-5a9a55c976f4,2025-01-16,Yakshit Anand,Delhi,Maharashtra,Equipment,Rowing Machine,2,3814,7628,Debit Card,11,6788.92,Tushar Shenoy
c2b87ee8-9795-44a6-9355-d39a754afab7,2025-01-26,Devansh Cheema,Kolkata,Karnataka,Supplement,Fish Oil,1,4313,4313,Credit Card,8,3967.96,Dishani Kant
51d239d4-f897-4d5c-a54c-91972b77bf50,2025-03-01,Aaina Kulkarni,Bangalore,West Bengal,Equipment,Bench Press,2,18617,37234,Credit Card,2,36489.32,Elakshi Shukla
